机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,保荐机构.1,文件链接
贵州燃气集团,预先披露更新,主板企业,贵州,东海证券股份有限公司,盛玉照&sbquo;江成祺,北京市金杜律师事务所,张明远&sbquo;沈诚敏&sbquo;张倩,立信会计师事务所(特殊普通合伙),杨贵鹏&sbquo;丁彭凯,是,燃气生产和供应业,2017/9/7,80131210,AN201710240974993389,东海证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710240974993389_1.pdf
贵州燃气集团,已通过发审会,主板企业,贵州,东海证券股份有限公司,盛玉照&sbquo;江成祺,北京市金杜律师事务所,张明远&sbquo;沈诚敏&sbquo;张倩,立信会计师事务所(特殊普通合伙),杨贵鹏&sbquo;丁彭凯,是,燃气生产和供应业,2017/9/14,80131210,AN201710240974993389,东海证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710240974993389_1.pdf
贵州三力制药,已受理,主板企业,贵州,申港证券股份有限公司,王东方&sbquo;周洪刚,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,否,医药制造业,2018/12/20,80424522,AN202004151378000942,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
贵州三力制药,已反馈,主板企业,贵州,申港证券股份有限公司,王东方&sbquo;周洪刚,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,否,医药制造业,2019/3/7,80424522,AN202004151378000942,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
贵州三力制药,预先披露更新,主板企业,,申港证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/8/22,80424522,AN202004151378000942,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
贵州三力制药,已通过发审会,主板企业,,申港证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/12/26,80424522,AN202004151378000942,申港证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004151378000942_1.pdf
贵州省交通规划勘察设计研究院,已受理,主板企业,贵州,广发证券股份有限公司,杜俊涛&sbquo;刘旭阳,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,是,专业技术服务业,2017/1/5,80476577,AN201707260746548360,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707260746548360_1.pdf
贵州省交通规划勘察设计研究院,已反馈,主板企业,贵州,广发证券股份有限公司,杜俊涛&sbquo;刘旭阳,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,是,专业技术服务业,2017/2/9,80476577,AN201707260746548360,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707260746548360_1.pdf
贵州省交通规划勘察设计研究院,预先披露更新,主板企业,贵州,广发证券股份有限公司,杜俊涛&sbquo;蒋继鹏,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,是,专业技术服务业,2017/4/27,80476577,AN201707260746548360,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707260746548360_1.pdf
贵州省交通规划勘察设计研究院,中止审查,主板企业,贵州,广发证券股份有限公司,杜俊涛&sbquo;刘旭阳,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,是,专业技术服务业,2017/3/16,80476577,AN201707260746548360,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707260746548360_1.pdf
贵州省交通规划勘察设计研究院,已通过发审会,主板企业,贵州,广发证券股份有限公司,杜俊涛&sbquo;蒋继鹏,北京国枫律师事务所,王冠&sbquo;何敏,立信会计师事务所(特殊普通合伙),张再鸿&sbquo;王晓明,是,专业技术服务业,2017/6/22,80476577,AN201707260746548360,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707260746548360_1.pdf
贵州泰永长征技术,已受理,中小板,贵州,广发证券股份有限公司,武鑫&sbquo;沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),吴萃柿&sbquo;邱俊州,否,贵州泰永长征技术,2017/6/8,80132959,AN201802051087503141,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
贵州泰永长征技术,已反馈,中小板,贵州,广发证券股份有限公司,沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),吴萃柿&sbquo;邱俊州,否,电气机械和器材制造业,2017/8/24,80132959,AN201802051087503141,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
贵州泰永长征技术,预先披露更新,中小板,贵州,广发证券股份有限公司,武鑫&sbquo;沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),刘泽涵&sbquo;邱俊州,是,电气机械和器材制造业,2017/12/28,80132959,AN201802051087503141,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
贵州泰永长征技术,中止审查,中小板,贵州,广发证券股份有限公司,武鑫&sbquo;沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),吴萃柿&sbquo;邱俊州,否,电气机械和器材制造业,2017/10/12,80132959,AN201802051087503141,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
贵州泰永长征技术,已通过发审会,中小板,贵州,广发证券股份有限公司,武鑫&sbquo;沈杰,广东信达律师事务所,张炯&sbquo;宋幸幸&sbquo;杨斌,大华会计师事务所(特殊普通合伙),刘泽涵&sbquo;邱俊州,是,电气机械和器材制造业,2018/1/11,80132959,AN201802051087503141,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201802051087503141_1.pdf
桂林西麦食品,已受理,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,否,食品制造业,2017/12/21,80734448,AN201906021333377106,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
桂林西麦食品,已反馈,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,否,食品制造业,2018/4/19,80734448,AN201906021333377106,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
桂林西麦食品,预先披露更新,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,是,食品制造业,2018/7/19,80734448,AN201906021333377106,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
桂林西麦食品,中止审查,中小板,广西,招商证券股份有限公司,吴宏兴&sbquo;许阳,广东信达律师事务所,魏天慧&sbquo;易明辉&sbquo;魏蓝,立信会计师事务所(特殊普通合伙),赵勇&sbquo;王伟青,是,食品制造业,2018/12/27,80734448,AN201906021333377106,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
桂林西麦食品,已通过发审会,中小板,,招商证券股份有限公司,,广东信达律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/5/9,80734448,AN201906021333377106,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906021333377106_1.pdf
国邦医药集团,已受理,主板企业,,国泰君安证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,否,,2020/5/21,80030369,AN202011121428517741,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428517741_1.pdf
国邦医药集团,已反馈,主板企业,,国泰君安证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,否,,2020/7/2,80030369,AN202011121428517741,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428517741_1.pdf
国邦医药集团,预先披露更新,主板企业,,国泰君安证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/11/12,80030369,AN202011121428517741,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428517741_1.pdf
国邦医药集团,已通过发审会,主板企业,,国泰君安证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,是,,2021/1/7,80030369,AN202011121428517741,国泰君安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428517741_1.pdf
国金黄金,已受理,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;满慧,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,否,其他制造业,2017/1/5,80511083,AN201806291160955584,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
国金黄金,已反馈,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;满慧,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,否,其他制造业,2017/4/13,80511083,AN201806291160955584,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
国金黄金,预先披露更新,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;李玉坤,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,是,其他制造业,2017/10/12,80511083,AN201806291160955584,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
国金黄金,中止审查,主板企业,北京,安信证券股份有限公司,刘少国&sbquo;满慧,国浩律师(北京)事务所,刘继&sbquo;尹飞,天健会计师事务所(特殊普通合伙),何降星&sbquo;金敬玉,是,其他制造业,2017/5/11,80511083,AN201806291160955584,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160955584_1.pdf
国科恒泰（北京）医疗科技,已受理,主板企业,北京,长城证券股份有限公司,张涛&sbquo;漆传金,北京市中伦律师事务所,宋晓明&sbquo;吕玮璐,致同会计师事务所(特殊普通合伙),任一优&sbquo;梁轶男,否,批发业,2017/6/15,80646312,AN201805151143849332,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201805151143849332_1.pdf
国科恒泰（北京）医疗科技,已反馈,主板企业,北京,长城证券股份有限公司,张涛&sbquo;漆传金,北京市中伦律师事务所,宋晓明&sbquo;吕玮璐,致同会计师事务所(特殊普通合伙),任一优&sbquo;梁轶男,否,批发业,2017/9/28,80646312,AN201805151143849332,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201805151143849332_1.pdf
国科恒泰（北京）医疗科技,预先披露更新,主板企业,北京,长城证券股份有限公司,张涛&sbquo;漆传金,北京市中伦律师事务所,宋晓明&sbquo;吕玮璐,致同会计师事务所(特殊普通合伙),任一优&sbquo;梁轶男,是,批发业,2018/5/17,80646312,AN201805151143849332,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201805151143849332_1.pdf
国科恒泰（北京）医疗科技,已上发审会，暂缓表决,主板企业,北京,长城证券股份有限公司,张涛&sbquo;漆传金,北京市中伦律师事务所,宋晓明&sbquo;吕玮璐,致同会计师事务所(特殊普通合伙),任一优&sbquo;梁轶男,是,批发业,2018/8/16,80646312,AN201805151143849332,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201805151143849332_1.pdf
国联证券,已受理,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,韦玮&sbquo;吴智智,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,否,资本市场服务,2017/1/5,80000028,AN202007201392779708,南京证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
国联证券,已反馈,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,韦玮&sbquo;吴智智,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,否,资本市场服务,2017/4/20,80000028,AN202007201392779708,南京证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
国联证券,预先披露更新,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,刘维&sbquo;承婧艽,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,是,资本市场服务,2018/1/25,80000028,AN202007201392779708,南京证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
国联证券,中止审查,主板企业,江苏,南京证券股份有限公司,王刚&sbquo;胡磊,国浩律师(上海)事务所,韦玮&sbquo;吴智智,德勤华永会计师事务所(特殊普通合伙),马庆辉&sbquo;韩健,是,资本市场服务,2017/11/2,80000028,AN202007201392779708,南京证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
国联证券,已通过发审会,主板企业,,南京证券股份有限公司,,国浩律师(上海)事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/5/8,80000028,AN202007201392779708,南京证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
哈尔滨三联药业,已受理,中小板,黑龙江,安信证券股份有限公司,朱绍辉&sbquo;李飞,北京市中伦律师事务所,李娜&sbquo;余洪彬,大华会计师事务所(特殊普通合伙),李文智&sbquo;张瑞,是,医药制造业,2017/1/5,80197915,AN201709120877657268,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201709120877657268_1.pdf
哈尔滨三联药业,已反馈,中小板,黑龙江,安信证券股份有限公司,朱绍辉&sbquo;李飞,北京市中伦律师事务所,李娜&sbquo;余洪彬,大华会计师事务所(特殊普通合伙),李文智&sbquo;张瑞,是,医药制造业,2017/2/9,80197915,AN201709120877657268,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201709120877657268_1.pdf
哈尔滨三联药业,预先披露更新,中小板,黑龙江,安信证券股份有限公司,朱绍辉&sbquo;李飞,北京市中伦律师事务所,李娜&sbquo;余洪彬,大华会计师事务所(特殊普通合伙),李文智&sbquo;张瑞,是,医药制造业,2017/4/20,80197915,AN201709120877657268,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201709120877657268_1.pdf
哈尔滨三联药业,已通过发审会,中小板,黑龙江,安信证券股份有限公司,朱绍辉&sbquo;李飞,北京市中伦律师事务所,李娜&sbquo;余洪彬,大华会计师事务所(特殊普通合伙),李文智&sbquo;张瑞,是,医药制造业,2017/6/8,80197915,AN201709120877657268,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201709120877657268_1.pdf
哈尔滨三联药业,已上发审会，暂缓表决,中小板,黑龙江,安信证券股份有限公司,朱绍辉&sbquo;李飞,北京市中伦律师事务所,李娜&sbquo;余洪彬,大华会计师事务所(特殊普通合伙),李文智&sbquo;张瑞,是,医药制造业,2017/4/27,80197915,AN201709120877657268,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201709120877657268_1.pdf
哈尔滨森鹰窗业,已受理,主板企业,黑龙江,广发证券股份有限公司,何宇&sbquo;张晋阳,北京市天元律师事务所,孟为&sbquo;张征,天健会计师事务所(特殊普通合伙),何晓明&sbquo;苏晓峰,否,木材加工和木、竹、藤、棕、草制品业,2017/1/5,80133776,AN201710230972325001,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710230972325001_1.pdf
哈尔滨森鹰窗业,已反馈,主板企业,黑龙江,广发证券股份有限公司,何宇&sbquo;张晋阳,北京市天元律师事务所,孟为&sbquo;张征,天健会计师事务所(特殊普通合伙),何晓明&sbquo;苏晓峰,否,木材加工和木、竹、藤、棕、草制品业,2017/2/9,80133776,AN201710230972325001,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710230972325001_1.pdf
哈尔滨森鹰窗业,预先披露更新,主板企业,黑龙江,广发证券股份有限公司,何宇&sbquo;黄海声,北京市天元律师事务所,孟为&sbquo;张征,天健会计师事务所(特殊普通合伙),康雪艳&sbquo;苏晓峰,是,木材加工和木、竹、藤、棕、草制品业,2017/10/26,80133776,AN201710230972325001,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710230972325001_1.pdf
哈尔滨森鹰窗业,中止审查,主板企业,黑龙江,广发证券股份有限公司,何宇&sbquo;张晋阳,北京市天元律师事务所,孟为&sbquo;张征,天健会计师事务所(特殊普通合伙),何晓明&sbquo;苏晓峰,是,木材加工和木、竹、藤、棕、草制品业,2017/3/2,80133776,AN201710230972325001,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710230972325001_1.pdf
哈尔滨银行,已反馈,主板企业,黑龙江,中国国际金融股份有限公司,齐飞&sbquo;杜祎清,北京市君合律师事务所,王忠&sbquo;李智,安永华明会计师事务所(特殊普通合伙),严盛炜&sbquo;陈胜,是,货币金融服务,2017/1/5,80036274,AN201801101076043432,中国国际金融股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801101076043432_1.pdf
哈尔滨银行,预先披露更新,主板企业,黑龙江,中国国际金融股份有限公司,齐飞&sbquo;杜祎清,北京市君合律师事务所,王忠&sbquo;李智,安永华明会计师事务所(特殊普通合伙),严盛炜&sbquo;陈胜,是,货币金融服务,2018/1/11,80036274,AN201801101076043432,中国国际金融股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801101076043432_1.pdf
海程邦达供应链管理,已受理,主板企业,,华林证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2020/7/2,81001420,AN202101141450563910,华林证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101141450563910_1.pdf
海程邦达供应链管理,已反馈,主板企业,,华林证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2020/8/6,81001420,AN202101141450563910,华林证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101141450563910_1.pdf
海程邦达供应链管理,预先披露更新,主板企业,,华林证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2021/1/14,81001420,AN202101141450563910,华林证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101141450563910_1.pdf
海南葫芦娃药业集团,已受理,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/6,80384825,AN202006241386900342,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
海南葫芦娃药业集团,已反馈,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/7/25,80384825,AN202006241386900342,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
海南葫芦娃药业集团,预先披露更新,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/1/16,80384825,AN202006241386900342,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
海南葫芦娃药业集团,已通过发审会,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/4/30,80384825,AN202006241386900342,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
海南钧达汽车饰件,预先披露更新,中小板,海南,中国银河证券股份有限公司,彭强&sbquo;黄钦亮,北京市天元律师事务所,贺秋平&sbquo;郭庆,北京中证天通会计师事务所有限公司(特殊普通合伙),陈少明&sbquo;姜波,是,汽车制造业,2017/1/5,80349128,AN201704120499792777,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704120499792777_1.pdf
海南钧达汽车饰件,中止审查,中小板,海南,中国银河证券股份有限公司,彭强&sbquo;黄钦亮,北京市天元律师事务所,贺秋平&sbquo;孟为,北京中证天通会计师事务所有限公司(特殊普通合伙),陈少明&sbquo;姜波,是,汽车制造业,2017/1/19,80349128,AN201704120499792777,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704120499792777_1.pdf
海南钧达汽车饰件,已通过发审会,中小板,海南,中国银河证券股份有限公司,彭强&sbquo;黄钦亮,北京市天元律师事务所,贺秋平&sbquo;孟为,北京中证天通会计师事务所有限公司(特殊普通合伙),陈少明&sbquo;姜波,是,汽车制造业,2017/3/9,80349128,AN201704120499792777,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201704120499792777_1.pdf
海南中和药业,已受理,主板企业,海南,中信建投证券股份有限公司,田斌&sbquo;蔡诗文,北京国枫律师事务所,曹一然&sbquo;刘雅婧,天衡会计师事务所(特殊普通合伙),金炜&sbquo;傅磊,否,医药制造业,2017/6/29,80203739,AN201803191106155322,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803191106155322_1.pdf
海南中和药业,已反馈,主板企业,海南,中信建投证券股份有限公司,田斌&sbquo;蔡诗文,北京国枫律师事务所,曹一然&sbquo;刘雅婧,天衡会计师事务所(特殊普通合伙),金炜&sbquo;傅磊,否,医药制造业,2017/9/21,80203739,AN201803191106155322,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803191106155322_1.pdf
海南中和药业,预先披露更新,主板企业,海南,中信建投证券股份有限公司,田斌&sbquo;蔡诗文,北京国枫律师事务所,曹一然&sbquo;刘雅婧,天衡会计师事务所(特殊普通合伙),金炜&sbquo;傅磊,是,医药制造业,2018/3/22,80203739,AN201803191106155322,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803191106155322_1.pdf
海宁中国家纺城,已受理,中小板,浙江,中德证券有限责任公司,王颖&sbquo;申丽娜,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,华普天健会计师事务所(特殊普通合伙),朱艳&sbquo;卢鑫,否,商务服务业,2017/1/5,80500040,AN201708140799047935,中德证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799047935_1.pdf
海宁中国家纺城,已反馈,中小板,浙江,中德证券有限责任公司,王颖&sbquo;申丽娜,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,华普天健会计师事务所(特殊普通合伙),朱艳&sbquo;卢鑫,否,商务服务业,2017/2/16,80500040,AN201708140799047935,中德证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799047935_1.pdf
海宁中国家纺城,预先披露更新,中小板,浙江,中德证券有限责任公司,王颖&sbquo;申丽娜,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,华普天健会计师事务所(特殊普通合伙),胡新荣&sbquo;卢鑫,是,商务服务业,2017/8/17,80500040,AN201708140799047935,中德证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799047935_1.pdf
海宁中国家纺城,中止审查,中小板,浙江,中德证券有限责任公司,王颖&sbquo;申丽娜,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,华普天健会计师事务所(特殊普通合伙),胡新荣&sbquo;卢鑫,否,商务服务业,2017/3/23,80500040,AN201708140799047935,中德证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799047935_1.pdf
海宁中国家纺城,已上发审会，暂缓表决,中小板,浙江,中德证券有限责任公司,王颖&sbquo;申丽娜,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,华普天健会计师事务所(特殊普通合伙),胡新荣&sbquo;卢鑫,是,商务服务业,2017/9/28,80500040,AN201708140799047935,中德证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201708140799047935_1.pdf
海天水务集团,已通过发审会,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/11/19,80501342,AN202006191386064198,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海天水务集团股份公司,已受理,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80501342,AN202006191386064198,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海天水务集团股份公司,已反馈,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2019/9/19,80501342,AN202006191386064198,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海天水务集团股份公司,预先披露更新,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/6/23,80501342,AN202006191386064198,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海天水务集团股份公司,已通过发审会,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/11/5,80501342,AN202006191386064198,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
海湾环境科技（北京）,已受理,中小板,北京,英大证券有限责任公司,杜承彪&sbquo;黎友强,广东华商律师事务所,邓磊&sbquo;李聪微&sbquo;李连果,致同会计师事务所(特殊普通合伙),涂振连&sbquo;陈勇,否,生态保护和环境治理业,2018/11/8,80432875,AN201904261323159818,英大证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
海湾环境科技（北京）,已反馈,主板企业,北京,中信建投证券股份有限公司,罗春&sbquo;黄才广,北京市君合律师事务所,赵君&sbquo;金奂佶,天健会计师事务所(特殊普通合伙),李剑&sbquo;赵娇,是,生态保护和环境治理业,2017/1/5,80432875,AN201904261323159818,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
海湾环境科技（北京）,预先披露更新,主板企业,北京,中信建投证券股份有限公司,罗春&sbquo;黄才广,北京市君合律师事务所,赵君&sbquo;金奂佶,天健会计师事务所(特殊普通合伙),李剑&sbquo;赵娇,是,生态保护和环境治理业,2017/2/9,80432875,AN201904261323159818,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201904261323159818_1.pdf
杭华油墨,已受理,主板企业,浙江,东方花旗证券有限公司,俞军柯&sbquo;杨婷婷,国浩律师(上海)事务所,倪俊骥&sbquo;陈晓纯&sbquo;葛嘉琪,天健会计师事务所(特殊普通合伙),廖屹峰&sbquo;滕培彬,否,化学原料和化学制品制造业,2017/1/5,80314246,AN202012031436221773,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436221773_1.pdf
