机构名称,当前状态,上市地点,拟发行数量,申报日期,上会日期,申购日期,上市日期,主承销商,承销方式,9,发行前总股本,发行后总股本,13,占发行后总股本比例,发审委委员,网站,公司代码,yyy,时间戳,简称,详情链接,文件链接
厦门建霖健康家居,上会通过,上交所,45000000,2019/12/6,2020/4/23,2020/7/20,2020/7/30,长江证券,余额包销,1,446680000,491680000,920000000,0.09152,马小曼&sbquo;李世伟&sbquo;潘健红&sbquo;周海斌&sbquo;陈国飞&sbquo;牟蓬&sbquo;白剑龙,http://topic.eastmoney.com/xmjljkjj/,80995311,43894,AN201912061371654056,建霖家居,data.eastmoney.com/xg/gh/detail/80995311.html,https://notice.eastmoney.com/pdffile/web/H2_AN201912061371654056_1.pdf
晶科电力科技,上会通过,上交所,594592922,2019/11/27,2020/1/9,2020/5/6,2020/5/19,中信建投证券,余额包销,1,2765501922,3360094844,2500000000,0.17696,马小曼&sbquo;李世伟&sbquo;白剑龙&sbquo;陈天骥&sbquo;潘健红&sbquo;黄侦武&sbquo;牟蓬,http://topic.eastmoney.com/jkdlgf/,80318588,43246,AN201911291371289649,晶科科技,data.eastmoney.com/xg/gh/detail/80318588.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911291371289649_1.pdf
奥锐特药业,上会通过,上交所,41000000,2019/11/22,2020/7/30,2020/9/9,2020/9/21,安信证券,余额包销,1,401000000,442000000,388132000,0.09276,李超&sbquo;陈天骥&sbquo;杨金忠&sbquo;庄江波&sbquo;张丰&sbquo;赵江平&sbquo;姜志华,http://topic.eastmoney.com/artyy/,80994682,43926,AN201911221371034587,奥锐特,data.eastmoney.com/xg/gh/detail/80994682.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911221371034587_1.pdf
上海华峰铝业,上会通过,上交所,249630000,2019/11/19,2020/7/2,2020/8/26,2020/9/7,兴业证券,余额包销,1,998530600,1248160600,1088872400,0.2,刘云松&sbquo;李超&sbquo;陈天骥&sbquo;陈鹤岚&sbquo;李德勇&sbquo;陈国飞&sbquo;周海斌,http://topic.eastmoney.com/shhfly/,80165027,43244,AN201911191370890345,华峰铝业,data.eastmoney.com/xg/gh/detail/80165027.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911191370890345_1.pdf
上海沿浦金属制品,上会通过,上交所,20000000,2019/11/19,2020/6/11,2020/9/3,2020/9/15,中银国际证券,余额包销,1,80000000,100000000,571400300,0.2,刘云松&sbquo;李超&sbquo;沈洁&sbquo;白剑龙&sbquo;龚凯&sbquo;黄侦武&sbquo;姚旭东,http://topic.eastmoney.com/SHYPIPO/,80968790,42994,AN201911191370890348,上海沿浦,data.eastmoney.com/xg/gh/detail/80968790.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911191370890348_1.pdf
上海新炬网络信息技术,上会通过,上交所,14874552,2019/11/15,2020/9/3,2021/1/11,2021/1/21,中国国际金融证券,余额包销,1,59498208,74372760,702478000,0.2,李超&sbquo;李德勇&sbquo;庄江波&sbquo;徐艳&sbquo;黄天义&sbquo;周波&sbquo;赵江平,http://topic.eastmoney.com/shxjwlxxjs/,80994782,43932,AN201911151370801518,新炬网络,data.eastmoney.com/xg/gh/detail/80994782.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911151370801518_1.pdf
华丰动力,上会通过,上交所,21700000,2019/11/6,2020/5/21,2020/7/29,2020/8/11,国金证券,余额包销,1,86700000,108400000,818146000,0.20018,赵瀛&sbquo;周辉&sbquo;马哲&sbquo;黄侦武&sbquo;陈天骥&sbquo;龚凯&sbquo;潘健红,http://topic.eastmoney.com/hfdlgf/,80134170,43667,AN201911061370459960,华丰股份,data.eastmoney.com/xg/gh/detail/80134170.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911061370459960_1.pdf
京沪高速铁路,上会通过,上交所,7556621400,2019/11/6,2019/11/14,2020/1/6,2020/1/16,中信建投证券,余额包销,1,49106484611,56663106011,0,0.13336,李超&sbquo;白剑龙&sbquo;龚凯&sbquo;潘健红&sbquo;姚旭东&sbquo;李和金&sbquo;陈鹤岚,http://topic.eastmoney.com/jhgstl/,80116303,44587,AN201911061370459979,京沪高铁,data.eastmoney.com/xg/gh/detail/80116303.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911061370459979_1.pdf
杭州聚合顺新材料,上会通过,上交所,78887000,2019/11/1,2020/3/19,2020/6/8,2020/6/18,广发证券,余额包销,1,315547000,394434000,472434600,0.2,李超&sbquo;龚凯&sbquo;姚旭东&sbquo;陈国飞&sbquo;黄侦武&sbquo;潘健红&sbquo;沈洁,http://topic.eastmoney.com/hzjhsxcl/,80496452,43750,AN201911011370194315,聚合顺,data.eastmoney.com/xg/gh/detail/80496452.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911011370194315_1.pdf
全美在线（北京）教育科技,未上会,上交所,18626667,2019/11/1,,,,中信建投证券,余额包销,1,55880000,74506667,747850400,0.25,,http://topic.eastmoney.com/qmzxjykj/,80455952,43250,AN201911011370194312,全美在线,data.eastmoney.com/xg/gh/detail/80455952.html,https://notice.eastmoney.com/pdffile/web/H2_AN201911011370194312_1.pdf
山东玻纤集团,上会通过,上交所,100000000,2019/10/31,2020/6/4,2020/8/21,2020/9/3,民生证券,余额包销,1,500000000,600000000,855349800,0.16667,周辉&sbquo;刘云松&sbquo;龚凯&sbquo;沈洁&sbquo;周海斌&sbquo;黄侦武&sbquo;牟蓬,http://topic.eastmoney.com/SDBXJTIPO/,80511082,43839,AN201910311370111174,山东玻纤,data.eastmoney.com/xg/gh/detail/80511082.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910311370111174_1.pdf
上海丽人丽妆化妆品,上会通过,上交所,40100000,2019/10/31,2020/6/4,2020/9/17,2020/9/29,广发证券,余额包销,1,400010000,440110000,585915900,0.09111,李超&sbquo;刘云松&sbquo;黄侦武&sbquo;李和金&sbquo;姚旭东&sbquo;潘健红&sbquo;龚凯,http://topic.eastmoney.com/shlripo/,80532667,43838,AN201910311370111175,丽人丽妆,data.eastmoney.com/xg/gh/detail/80532667.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910311370111175_1.pdf
江西国光商业连锁,上会通过,上交所,49800000,2019/10/31,2020/5/21,2020/7/16,2020/7/28,中信证券,余额包销,1,495580000,545380000,260549100,0.09131,马小曼&sbquo;李德勇&sbquo;姚旭东&sbquo;陈天骥&sbquo;潘健红&sbquo;陈国飞&sbquo;李和金,http://topic.eastmoney.com/jxggsyls/,80994702,43665,AN201910311370111168,国光连锁,data.eastmoney.com/xg/gh/detail/80994702.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910311370111168_1.pdf
江苏共创人造草坪,上会通过,上交所,40090000,2019/10/25,2020/7/30,2020/9/18,2020/9/30,中信证券,余额包销,1,400090000,440180000,854491500,0.09108,赵瀛&sbquo;陈天骥&sbquo;党小安&sbquo;陈永强&sbquo;赵磊&sbquo;姜志华&sbquo;兰邦华,http://topic.eastmoney.com/jsgcrzcp/,80328865,43835,AN201910251369813713,共创草坪,data.eastmoney.com/xg/gh/detail/80328865.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910251369813713_1.pdf
北京新时空科技,上会通过,上交所,17730000,2019/10/25,2020/6/11,2020/8/11,2020/8/21,中信建投证券,余额包销,1,70894000,88624000,2012891500,0.20006,周辉&sbquo;李德勇&sbquo;姚旭东&sbquo;白剑龙&sbquo;龚凯&sbquo;牟蓬&sbquo;陈国飞,http://topic.eastmoney.com/BJXSKKJIPO/,80631213,43821,AN201910251369813716,时空科技,data.eastmoney.com/xg/gh/detail/80631213.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910251369813716_1.pdf
青岛威奥轨道,上会通过,上交所,75560000,2019/10/25,2020/3/12,2020/5/11,2020/5/22,中信建投证券,余额包销,1,302220000,377780000,1200000000,0.20001,马小曼&sbquo;李德勇&sbquo;龚凯&sbquo;周海斌&sbquo;姚旭东&sbquo;陈鹤岚&sbquo;牟蓬,http://topic.eastmoney.com/qdwagd/,80895632,43669,AN201910251369813715,威奥股份,data.eastmoney.com/xg/gh/detail/80895632.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910251369813715_1.pdf
嘉兴斯达半导体,上会通过,上交所,40000000,2019/10/25,2019/11/21,2020/1/15,2020/2/4,中信证券,余额包销,1,160000000,200000000,820000000,0.2,马小曼&sbquo;李世伟&sbquo;潘健红&sbquo;陈天骥&sbquo;龚凯&sbquo;陈国飞&sbquo;李和金,http://topic.eastmoney.com/jxsdbdt/,80202024,42831,AN201910251369813712,斯达半导,data.eastmoney.com/xg/gh/detail/80202024.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910251369813712_1.pdf
西藏运高新能源,未上会,上交所,51250000,2019/10/25,,,,长江证券,余额包销,1,153703880,204953880,410806800,0.25006,,http://topic.eastmoney.com/xzygxny/,80995118,43749,AN201910251369813711,运高股份,data.eastmoney.com/xg/gh/detail/80995118.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910251369813711_1.pdf
福然德,上会通过,上交所,75000000,2019/10/18,2020/8/6,2020/9/9,2020/9/24,中信建投证券,余额包销,1,435000000,510000000,1007769400,0.14706,马小曼&sbquo;陈鹤岚&sbquo;龚凯&sbquo;张丰&sbquo;徐艳&sbquo;兰邦华&sbquo;赵磊,http://topic.eastmoney.com/frdgf/,80510658,43745,AN201910181369177631,福然德,data.eastmoney.com/xg/gh/detail/80510658.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910181369177631_1.pdf
宁波长鸿高分子科技,上会通过,上交所,46000000,2019/10/18,2020/7/9,2020/8/12,2020/8/21,华西证券,余额包销,1,458843153,504843153,545490000,0.09112,马小曼&sbquo;范云&sbquo;沈洁&sbquo;龚凯&sbquo;姚旭东&sbquo;赵江平&sbquo;陈鹤岚,http://topic.eastmoney.com/nbchgfzkj/,80994951,43603,AN201910181369177625,长鸿高科,data.eastmoney.com/xg/gh/detail/80994951.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910181369177625_1.pdf
江西宏柏新材料,上会通过,上交所,83000000,2019/10/18,2020/6/18,2020/7/31,2020/8/12,中信证券,余额包销,1,332000000,415000000,1050000000,0.2,赵瀛&sbquo;周辉&sbquo;李德勇&sbquo;李和金&sbquo;陈天骥&sbquo;白剑龙&sbquo;姚旭东,http://topic.eastmoney.com/jxhbxcl/,80543512,43748,AN201910181369177611,宏柏新材,data.eastmoney.com/xg/gh/detail/80543512.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910181369177611_1.pdf
常州市凯迪电器,上会通过,上交所,12500000,2019/10/18,2020/4/9,2020/5/20,2020/6/1,中信建投证券,余额包销,1,50000000,62500000,1500996800,0.2,赵瀛&sbquo;周辉&sbquo;龚凯&sbquo;陈天骥&sbquo;白剑龙&sbquo;黄侦武&sbquo;李和金,http://topic.eastmoney.com/czskddq/,80975289,43235,AN201910181369177626,凯迪股份,data.eastmoney.com/xg/gh/detail/80975289.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910181369177626_1.pdf
昆山沪光汽车电器,上会通过,上交所,40100000,2019/10/15,2020/5/8,2020/8/6,2020/8/18,中信建投证券,余额包销,1,401000000,441100000,674894300,0.09091,赵瀛&sbquo;周辉&sbquo;李德勇&sbquo;李和金&sbquo;姚旭东&sbquo;周海斌&sbquo;陈国飞,http://topic.eastmoney.com/hgqcdq/,80975290,43245,AN201910151368777202,沪光股份,data.eastmoney.com/xg/gh/detail/80975290.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910151368777202_1.pdf
厦门力鼎光电,上会通过,上交所,41000000,2019/10/15,2020/4/9,2020/7/20,2020/7/30,国金证券,余额包销,1,405500000,446500000,547005300,0.09183,周辉&sbquo;赵瀛&sbquo;黄侦武&sbquo;陈鹤岚&sbquo;沈洁&sbquo;潘健红&sbquo;白剑龙,http://topic.eastmoney.com/xmldgd/,80751557,43833,AN201910151368781296,力鼎光电,data.eastmoney.com/xg/gh/detail/80751557.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910151368781296_1.pdf
三人行传媒集团,上会通过,上交所,17266700,2019/10/15,2020/3/5,2020/5/18,2020/5/28,兴业证券,余额包销,1,69066700,86333400,1034041500,0.2,李世伟&sbquo;马小曼&sbquo;李德勇&sbquo;姚旭东&sbquo;潘健红&sbquo;陈鹤岚&sbquo;刘云松,http://topic.eastmoney.com/srxcmjt/,80403423,43746,AN201910151368781297,三人行,data.eastmoney.com/xg/gh/detail/80403423.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910151368781297_1.pdf
中国邮政储蓄银行,上会通过,上交所,5172164200,2019/10/15,2019/10/24,2019/11/28,2019/12/10,中国国际金融，中邮证券,余额包销,1,86978562200,92150726400,0,0.05613,李世伟&sbquo;马小曼&sbquo;姚旭东&sbquo;潘健红&sbquo;周海斌&sbquo;马哲&sbquo;陈鹤岚,http://topic.eastmoney.com/yzyh/,80093164,44152,AN201910151368781293,邮储银行,data.eastmoney.com/xg/gh/detail/80093164.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910151368781293_1.pdf
上海起帆电缆,上会通过,上交所,50000000,2019/10/9,2020/4/29,2020/7/21,2020/7/31,海通证券,余额包销,1,400580000,450580000,900000000,0.11097,周辉&sbquo;姚旭东&sbquo;陈天骥&sbquo;陈国飞&sbquo;黄侦武&sbquo;潘健红&sbquo;周海斌,http://topic.eastmoney.com/shqfdl/,80403617,43898,AN201910101368405390,起帆电缆,data.eastmoney.com/xg/gh/detail/80403617.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910101368405390_1.pdf
温州市冠盛汽车零部件集团,上会通过,上交所,40000000,2019/10/9,2020/4/29,2020/8/5,2020/8/17,国金证券,余额包销,1,160000000,200000000,562310000,0.2,马小曼&sbquo;李世伟&sbquo;陈天骥&sbquo;黄侦武&sbquo;龚凯&sbquo;马哲&sbquo;陈鹤岚,http://topic.eastmoney.com/GSQCIPO/,80445062,39461,AN201910101368405392,冠盛股份,data.eastmoney.com/xg/gh/detail/80445062.html,https://notice.eastmoney.com/pdffile/web/H2_AN201910101368405392_1.pdf
浙江越剑智能装备,上会通过,上交所,33000000,2019/9/26,2020/1/17,2020/4/2,2020/4/15,浙商证券,余额包销,1,132000000,165000000,869242200,0.2,周辉&sbquo;沈洁&sbquo;姚旭东&sbquo;白剑龙&sbquo;潘健红&sbquo;马哲&sbquo;黄侦武,http://topic.eastmoney.com/zjyjznzb/,80558814,43602,AN201909271367724018,越剑智能,data.eastmoney.com/xg/gh/detail/80558814.html,https://notice.eastmoney.com/pdffile/web/H2_AN201909271367724018_1.pdf
爱玛科技集团,上会通过,上交所,65000000,2019/9/5,2020/11/26,,,中信证券,余额包销,1,338660003,403660003,1680863800,0.16103,李超&sbquo;李德勇&sbquo;龚凯&sbquo;潘健红&sbquo;张丰&sbquo;李和金&sbquo;周波,http://topic.eastmoney.com/AMKJJTIPO/,80922526,42357,AN201909051349082580,爱玛科技,data.eastmoney.com/xg/gh/detail/80922526.html,https://notice.eastmoney.com/pdffile/web/H2_AN201909051349082580_1.pdf
重庆三峰环境集团,上会通过,上交所,433333300,2019/9/5,2020/4/16,2020/5/21,2020/6/5,中信建投证券,余额包销,1,1678268000,2111601300,2500000000,0.20522,赵瀛&sbquo;周辉&sbquo;潘健红&sbquo;龚凯&sbquo;白剑龙&sbquo;陈国飞&sbquo;牟蓬,http://topic.eastmoney.com/cqsfhj/,80975294,43232,AN201909051349078808,三峰环境,data.eastmoney.com/xg/gh/detail/80975294.html,https://notice.eastmoney.com/pdffile/web/H2_AN201909051349078808_1.pdf
张家港爱丽家居科技,上会通过,上交所,60000000,2019/8/30,2019/12/5,2020/3/11,2020/3/23,广发证券,余额包销,1,240000000,300000000,1009640000,0.2,李超&sbquo;潘健红&sbquo;白剑龙&sbquo;姚旭东&sbquo;周海斌&sbquo;周辉&sbquo;黄侦武,http://topic.eastmoney.com/zjgaljjkj/,80973886,43187,AN201908301345408067,爱丽家居,data.eastmoney.com/xg/gh/detail/80973886.html,https://notice.eastmoney.com/pdffile/web/H2_AN201908301345408067_1.pdf
浙江建业化工,上会通过,上交所,40000000,2019/8/22,2019/10/31,2020/2/19,2020/3/2,浙商证券,余额包销,1,160000000,200000000,586244100,0.2,李超&sbquo;沈洁&sbquo;赵瀛&sbquo;龚凯&sbquo;白剑龙&sbquo;牟蓬&sbquo;陈国飞,http://topic.eastmoney.com/zjjyhg/,80961044,42854,AN201908221344907209,建业股份,data.eastmoney.com/xg/gh/detail/80961044.html,https://notice.eastmoney.com/pdffile/web/H2_AN201908221344907209_1.pdf
上海锦和商业经营管理,上会通过,上交所,94500000,2019/8/16,2019/12/12,2020/4/9,2020/4/21,中信建投证券,余额包销,1,472500000,567000000,828000000,0.16667,李超&sbquo;龚凯&sbquo;姚旭东&sbquo;白剑龙&sbquo;陈天骥&sbquo;黄侦武&sbquo;陈鹤岚,http://topic.eastmoney.com/SHJHSYIPO/,80280134,44379,AN201908161344388445,锦和商业,data.eastmoney.com/xg/gh/detail/80280134.html,https://notice.eastmoney.com/pdffile/web/H2_AN201908161344388445_1.pdf
贵州三力制药,上会通过,上交所,40740000,2019/8/14,2019/12/26,2020/4/16,2020/4/28,申港证券,余额包销,1,407322216,448062216,236841000,0.09092,李超&sbquo;周海斌&sbquo;李德勇&sbquo;沈洁&sbquo;姚旭东&sbquo;李和金&sbquo;陈国飞,http://topic.eastmoney.com/gzslzy/,80424522,43184,AN201908141343878335,贵州三力,data.eastmoney.com/xg/gh/detail/80424522.html,https://notice.eastmoney.com/pdffile/web/H2_AN201908141343878335_1.pdf
万联证券,未上会,上交所,1984750000,2019/7/5,,,,瑞银证券,余额包销,1,5954264000,7939014000,0,0.25,,http://topic.eastmoney.com/wlzqgf/,80000187,44244,AN201907051337802899,万联证券,data.eastmoney.com/xg/gh/detail/80000187.html,https://notice.eastmoney.com/pdffile/web/H2_AN201907051337802899_1.pdf
江苏剑牌农化,未上会,上交所,62500000,2019/6/28,,,,东吴证券,余额包销,1,187500200,250000200,2012500000,0.25,,http://topicres.eastmoney.com/Subject/TestTopic/View.aspx?id=6950&k=2036,80303478,31534,AN201906281336808726,剑牌农化,data.eastmoney.com/xg/gh/detail/80303478.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336808726_1.pdf
科迈化工,未上会,上交所,37100000,2019/6/28,,,,民生证券,余额包销,1,111100000,148200000,1426527600,0.25034,,http://topic.eastmoney.com/KMHFGFIPO/,80338815,44192,AN201906281336809897,科迈化工,data.eastmoney.com/xg/gh/detail/80338815.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336809897_1.pdf
北大荒垦丰种业,未上会,上交所,83507117,2019/6/28,,,,中国银河证券,余额包销,1,473207000,556714117,1030010400,0.15,,http://topic.eastmoney.com/bdhkfzy/,80364320,44153,AN201906281336805655,垦丰种业,data.eastmoney.com/xg/gh/detail/80364320.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336805655_1.pdf
北京城建设计发展集团,未上会,上交所,149860000,2019/6/28,,,,中信证券,余额包销,1,1348670000,1498530000,600000000,0.1,,http://topic.eastmoney.com/bjcjsjfz/,80374117,44149,AN201906281336804639,城建设计,data.eastmoney.com/xg/gh/detail/80374117.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336804639_1.pdf
佳农食品控股（集团）,未上会,上交所,64000000,2019/6/28,,,,中国国际金融证券,余额包销,1,360000000,424000000,1062869600,0.15094,,http://topic.eastmoney.com/jnspkg/,80620579,44184,AN201906281336809275,佳农股份,data.eastmoney.com/xg/gh/detail/80620579.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336809275_1.pdf
杭州康基医疗器械,未上会,上交所,40100000,2019/6/28,,,,中信证券,余额包销,1,360000000,400100000,651458100,0.10022,,http://topic.eastmoney.com/HZKJYLQXIPO/,80631820,38497,AN201906281336812007,康基医疗,data.eastmoney.com/xg/gh/detail/80631820.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336812007_1.pdf
河南润弘制药,未上会,上交所,41129402,2019/6/21,,,,中信证券,余额包销,1,367670598,408800000,575823000,0.10061,,http://topic.eastmoney.com/rhzyIPO/,80463412,44115,AN201906211335998779,润弘制药,data.eastmoney.com/xg/gh/detail/80463412.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335998779_1.pdf
苍穹数码技术,未上会,上交所,39409723,2019/6/21,,,,东兴证券,余额包销,1,118229167,157638890,879282400,0.25,,http://topic.eastmoney.com/cqsmjs/,80495557,44109,AN201906211335998795,苍穹数码,data.eastmoney.com/xg/gh/detail/80495557.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335998795_1.pdf
烟台北方安德利果汁,上会通过,上交所,20000000,2019/6/14,2020/7/30,2020/9/8,2020/9/18,华英证券,余额包销,1,367300000,387300000,122500000,0.05164,刘云松&sbquo;李和金&sbquo;龚凯&sbquo;姜志华&sbquo;陈永强&sbquo;罗精晖&sbquo;潘健红,http://topic.eastmoney.com/ytbfadgz/,10002531,43183,AN201906141335094124,德利股份,data.eastmoney.com/xg/gh/detail/10002531.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906141335094124_1.pdf
江苏昆山农村商业银行,未上会,上交所,539158690,2019/6/14,,,,中信建投证券,余额包销,1,1617476070,2156634760,0,0.25,,http://topic.eastmoney.com/jsksncsyyh/,80078020,43189,AN201906141335093749,昆山银行,data.eastmoney.com/xg/gh/detail/80078020.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906141335093749_1.pdf
北京万泰生物药业,上会通过,上交所,43600000,2019/6/6,2019/12/26,2020/4/15,2020/4/29,国金证券,余额包销,1,433600000,477200000,380000000,0.09137,李世伟&sbquo;陈天骥&sbquo;龚凯&sbquo;周海斌&sbquo;李和金&sbquo;陈鹤岚&sbquo;马哲,http://topic.eastmoney.com/BJWTSWIPO/,80146009,34633,AN201906061333949281,万泰生物,data.eastmoney.com/xg/gh/detail/80146009.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906061333949281_1.pdf
杭州立昂微电子,上会通过,上交所,40580000,2019/6/5,2020/8/6,2020/9/1,2020/9/11,东方花旗证券,余额包销,1,400580000,441160000,1350000000,0.09198,赵瀛&sbquo;周辉&sbquo;龚凯&sbquo;陈天骥&sbquo;罗精晖&sbquo;牟蓬&sbquo;陈鹤岚,http://topic.eastmoney.com/hzlawdz/,80122153,43190,AN201906051333810390,立昂微,data.eastmoney.com/xg/gh/detail/80122153.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906051333810390_1.pdf
山东兆物网络技术,上会未通过,上交所,17500000,2019/6/5,2020/7/30,,,东吴证券,余额包销,1,52500000,70000000,438635300,0.25,李超&sbquo;周海斌&sbquo;黄天义&sbquo;李德勇&sbquo;潘健红&sbquo;牟蓬&sbquo;陈鹤岚,http://topic.eastmoney.com/sdzwwljs/,80975293,43248,AN201906051333810360,兆物网络,data.eastmoney.com/xg/gh/detail/80975293.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906051333810360_1.pdf
中银国际证券,上会通过,上交所,278000000,2019/6/5,2019/11/28,2020/2/13,2020/2/26,国泰君安证券,余额包销,1,2778000000,3056000000,0,0.09097,李超&sbquo;白剑龙&sbquo;周海斌&sbquo;潘健红&sbquo;陈天骥&sbquo;黄侦武&sbquo;陈国飞,http://topic.eastmoney.com/zygjzq/,80000200,43154,AN201906051333810411,中银证券,data.eastmoney.com/xg/gh/detail/80000200.html,https://notice.eastmoney.com/pdffile/web/H2_AN201906051333810411_1.pdf
上海罗曼照明科技,上会通过,上交所,21670000,2019/5/28,2020/11/5,,,海通证券,余额包销,1,65000000,86670000,584000000,0.25003,陈天骥&sbquo;马小曼&sbquo;黄天义&sbquo;李德勇&sbquo;罗精晖&sbquo;李和金&sbquo;兰邦华,http://topic.eastmoney.com/shlmzmkj/,80366472,43156,AN201905281332593610,罗曼股份,data.eastmoney.com/xg/gh/detail/80366472.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905281332593610_1.pdf
公牛集团,上会通过,上交所,60000000,2019/5/23,2019/11/21,2020/1/16,2020/2/6,国金证券,余额包销,1,600613800,660613800,4886601000,0.09082,赵瀛&sbquo;马哲&sbquo;白剑龙&sbquo;龚凯&sbquo;陈天骥&sbquo;黄侦武&sbquo;李和金,http://topic.eastmoney.com/gnjt/,80958074,42803,AN201905231331826665,公牛集团,data.eastmoney.com/xg/gh/detail/80958074.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905231331826665_1.pdf
福州瑞芯微电子,上会通过,上交所,42000000,2019/5/23,2019/11/15,2020/1/20,2020/2/7,兴业证券,余额包销,1,412280000,454280000,487966600,0.09245,李世伟&sbquo;马小曼&sbquo;姚旭东&sbquo;周海斌&sbquo;龚凯&sbquo;陈鹤岚&sbquo;陈国飞,http://topic.eastmoney.com/FZRXIPO/,80511080,43883,AN201905231331826666,瑞芯微,data.eastmoney.com/xg/gh/detail/80511080.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905231331826666_1.pdf
厦门雅迅网络,未上会,上交所,45000000,2019/5/23,,,,中信建投证券,余额包销,1,135000000,180000000,497275600,0.25,,http://topic.eastmoney.com/xmyxwl/,80102706,42825,AN201905231331826634,雅迅网络,data.eastmoney.com/xg/gh/detail/80102706.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905231331826634_1.pdf
神驰机电,上会通过,上交所,36670000,2019/5/22,2019/11/7,2019/12/18,2019/12/31,华西证券,余额包销,1,146670000,183340000,577090000,0.20001,李世伟&sbquo;马小曼&sbquo;龚凯&sbquo;陈天骥&sbquo;姚旭东&sbquo;马哲&sbquo;李和金,http://topic.eastmoney.com/SCJDIPO/,80608166,37579,AN201905221331659851,神驰机电,data.eastmoney.com/xg/gh/detail/80608166.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905221331659851_1.pdf
重庆银行,上会通过,上交所,781000000,2019/5/21,2020/8/27,2021/1/21,,招商证券,余额包销,1,3474505339,4255505339,0,0.18353,周辉&sbquo;姜志华&sbquo;李德勇&sbquo;张丰&sbquo;范云&sbquo;赵江平&sbquo;陈天骥,http://topic.eastmoney.com/CQYHIPO/,80001142,42253,AN201905211331425003,重庆银行,data.eastmoney.com/xg/gh/detail/80001142.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905211331425003_1.pdf
中科软科技,上会通过,上交所,42400000,2019/5/20,2019/7/4,2019/8/28,2019/9/9,中泰证券,余额包销,1,424000000,466400000,603716500,0.09091,郭旭东&sbquo;马哲&sbquo;刘云松&sbquo;牟蓬&sbquo;李世伟&sbquo;陈鹤岚&sbquo;李德勇,http://topic.eastmoney.com/ZKRKJIPO/,10002560,41314,AN201905211331292168,中科软,data.eastmoney.com/xg/gh/detail/10002560.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905211331292168_1.pdf
中泰证券,上会通过,上交所,2090587700,2019/5/17,2019/12/19,2020/5/20,2020/6/3,安信证券,余额包销,1,6968625756,9059213456,0,0.23077,周辉&sbquo;白剑龙&sbquo;李德勇&sbquo;龚凯&sbquo;陈天骥&sbquo;马小曼&sbquo;陈国飞,http://topic.eastmoney.com/ZTZQIPO/,80000157,33170,AN201905171330794805,中泰证券,data.eastmoney.com/xg/gh/detail/80000157.html,https://notice.eastmoney.com/pdffile/web/H2_AN201905171330794805_1.pdf
新天绿色能源,上会通过,上交所,134750000,2019/4/19,2020/4/9,2020/6/12,2020/6/29,中德证券,余额包销,1,3849910396,3984660396,442005600,0.03382,周辉&sbquo;陈天骥&sbquo;潘健红&sbquo;白剑龙&sbquo;沈洁&sbquo;牟蓬&sbquo;陈国飞,http://topic.eastmoney.com/xtlsny/,80156352,42914,AN201904191320922185,新天绿能,data.eastmoney.com/xg/gh/detail/80156352.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904191320922185_1.pdf
