机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
乐元素科技(北京),预先披露更新,主板企业,北京,华泰联合证券有限责任公司,许楠&sbquo;张鹏,北京市金杜律师事务所,姜翼凤&sbquo;孙及,安永华明会计师事务所(特殊普通合伙),宋从越&sbquo;韩睿,是,互联网和相关服务,2018/11/22,80624366,AN201804121122139451,lyskjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139451_1.pdf
兰州银行,预先披露更新,中小板,甘肃,中信建投证券股份有限公司,曾琨杰&sbquo;田斌,北京大成律师事务所,张刚&sbquo;赵宏伟&sbquo;唐凌,致同会计师事务所(特殊普通合伙),李惠琦&sbquo;傅智勇,是,货币金融服务,2018/11/22,80056162,AN201804041117761561,lzyx*,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761561_1.pdf
毛戈平化妆品,预先披露更新,主板企业,浙江,长江证券承销保荐有限公司,陈知麟&sbquo;王初,北京国枫律师事务所,臧欣&sbquo;李洁,天健会计师事务所(特殊普通合伙),盛伟民&sbquo;高丽,是,化妆品制造行业,2018/11/22,80605377,AN201709110876295278,mgphzp,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876295278_1.pdf
明冠新材料,已受理,中小板,江西,民生证券股份有限公司,郭鑫&sbquo;贺骞,北京国枫律师事务所,方啸中&sbquo;黄晓静,天健会计师事务所(特殊普通合伙),李振华&sbquo;邓华明,是,橡胶和塑料制品业,2018/11/22,80553688,AN202012171441337749,mgxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202012171441337749_1.pdf
明阳智慧能源集团,已通过发审会,主板企业,广东,申万宏源证券承销保荐有限责任公司,肇睿&sbquo;袁樯,北京市天元律师事务所,谭清&sbquo;曲秋明,致同会计师事务所(特殊普通合伙),王涛&sbquo;周玉薇,是,通用设备制造业,2018/11/22,80192552,AN201901091283567820,myzhnyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201901091283567820_1.pdf
宁波金田铜业(集团),已反馈,主板企业,宁波,财通证券股份有限公司,王为丰&sbquo;谢运,北京市鑫河律师事务所,张复兴&sbquo;谢亨华,立信会计师事务所(特殊普通合伙),胡彬&sbquo;贺顺祥,是,有色金属冶炼和压延加工业,2018/11/22,80136654,AN202004091377783527,nbjttyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377783527_1.pdf
宁波柯力传感科技,预先披露更新,主板企业,宁波,国信证券股份有限公司,顾盼&sbquo;陈航飞,北京市君合律师事务所,邵春阳&sbquo;冯诚,立信会计师事务所(特殊普通合伙),罗国芳&sbquo;陈炎,是,仪器仪表制造业,2018/11/22,80318679,AN201907241341025731,nbklcgkj,https://notice.eastmoney.com/pdffile/web/H2_AN201907241341025731_1.pdf
宁波水表,已通过发审会,主板企业,宁波,国元证券股份有限公司,束学岭&sbquo;王晨,上海市广发律师事务所,许平文&sbquo;施敏&sbquo;何彦,立信会计师事务所(特殊普通合伙),罗国芳&sbquo;王哲斌,是,仪器仪表制造业,2018/11/22,80050975,AN201901081283251585,nbsb,https://notice.eastmoney.com/pdffile/web/H2_AN201901081283251585_1.pdf
南华期货,预先披露更新,主板企业,浙江,中信证券股份有限公司,周宇&sbquo;吴浩,北京金诚同达律师事务所,刘胤宏&sbquo;张晓明&sbquo;郑晓东,天健会计师事务所(特殊普通合伙),唐彬彬&sbquo;金倩,是,资本市场服务,2018/11/22,80080089,AN201908201344653419,nhqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908201344653419_1.pdf
南京泉峰汽车精密技术,预先披露更新,主板企业,江苏,中国国际金融股份有限公司,梁勇&sbquo;魏德俊,北京市嘉源律师事务所,王元&sbquo;傅扬远,德勤华永会计师事务所(特殊普通合伙),虞扬&sbquo;步君,是,汽车制造业,2018/11/22,80746557,AN201904171320150925,njqfqcjmjs,https://notice.eastmoney.com/pdffile/web/H2_AN201904171320150925_1.pdf
南京威尔药业,已通过发审会,主板企业,江苏,中信建投证券股份有限公司,罗贵均&sbquo;刘建亮,北京市君合律师事务所,赵君&sbquo;蒋文俊,信永中和会计师事务所(特殊普通合伙),石柱&sbquo;沙曙东,是,化学原料和化学制品制造业,2018/11/22,80718100,AN201901131284463222,njweyy,https://notice.eastmoney.com/pdffile/web/H2_AN201901131284463222_1.pdf
南侨食品集团(上海),已反馈,主板企业,上海,申万宏源证券承销保荐有限责任公司,黄学圣&sbquo;吴柯佳,北京市金杜律师事务所,牟蓬&sbquo;陈复安,毕马威华振会计师事务所(特殊普通合伙),刘许友&sbquo;周徐春,是,食品制造业,2018/11/22,80922524,AN201812281280410264,nqspjtsh,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410264_1.pdf
南通超达装备,预先披露更新,主板企业,江苏,中泰证券股份有限公司,周扣山&sbquo;马国庆,北京市环球律师事务所,秦伟&sbquo;刘文娟,天衡会计师事务所(特殊普通合伙),常桂华&sbquo;彭灿,是,专用设备制造业,2018/11/22,80601327,AN201811021232775340,ntcdzb,https://notice.eastmoney.com/pdffile/web/H2_AN201811021232775340_1.pdf
南通海星电子,预先披露更新,主板企业,江苏,安信证券股份有限公司,王耀&sbquo;田士超,国浩律师(上海)事务所,李强&sbquo;李辰&sbquo;陈昱申,天健会计师事务所(特殊普通合伙),朱国刚&sbquo;徐文生,是,计算机、通信和其他电子设备制造业,2018/11/22,80746560,AN201907301341579182,nthxdz,https://notice.eastmoney.com/pdffile/web/H2_AN201907301341579182_1.pdf
宁夏宝丰能源集团,已反馈,主板企业,宁夏,中信证券股份有限公司,黄超&sbquo;曾春,北京市嘉源律师事务所,易建胜&sbquo;黄娜,安永华明会计师事务所(特殊普通合伙),安秀艳&sbquo;董楠,是,化学原料和化学制品制造业,2018/11/22,80083603,AN201904281323783243,nxbfnyjt*,https://notice.eastmoney.com/pdffile/web/H2_AN201904281323783243_1.pdf
确成硅化学,预先披露更新,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,王长平&sbquo;华诗影,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,是,化学原料和化学制品制造业,2018/11/22,80439109,AN202011241432226012,qcghx,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
青岛百洋医药,已反馈,主板企业,青岛,广发证券股份有限公司,于方亮&sbquo;魏妩菡,北京市天元律师事务所,谭清&sbquo;曲秋明,广东正中珠江会计师事务所(特殊普通合伙),熊永忠&sbquo;杨新春,是,批发业,2018/11/22,80902074,AN202012101438668617,qdbyyy,https://notice.eastmoney.com/pdffile/web/H2_AN202012101438668617_1.pdf
青岛港国际,已通过发审会,主板企业,青岛,中信证券股份有限公司,叶建中&sbquo;董文,北京市嘉源律师事务所,史震健&sbquo;李丽&sbquo;刘静,普华永道中天会计师事务所(特殊普通合伙),李雪梅&sbquo;胡显霞,是,水上运输业,2018/11/22,80179558,AN201901071282968390,qdggj,https://notice.eastmoney.com/pdffile/web/H2_AN201901071282968390_1.pdf
青岛农村商业银行,已通过发审会,中小板,青岛,招商证券股份有限公司,吴喻慧&sbquo;宁博,江苏世纪同仁律师事务所,徐蓓蓓&sbquo;蔡含含,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;黄艾舟,是,货币金融服务,2018/11/22,80289654,AN201902181297803352,qdncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201902181297803352_1.pdf
青岛日辰食品,预先披露更新,主板企业,青岛,广发证券股份有限公司,阎鹏&sbquo;陈凤华,北京德和衡律师事务所,郭芳晋&sbquo;郭恩颖&sbquo;张淼晶,中兴华会计师事务所(特殊普通合伙),吕建幕&sbquo;刁乃双,是,食品制造业,2018/11/22,80650856,AN201908141343416652,qdrcsp,https://notice.eastmoney.com/pdffile/web/H2_AN201908141343416652_1.pdf
青岛森麒麟轮胎,预先披露更新,中小板,青岛,海通证券股份有限公司,顾峥&sbquo;焦阳,北京德恒律师事务所,官昌罗&sbquo;吴楠楠,信永中和会计师事务所(特殊普通合伙),毕强&sbquo;潘素娇,是,橡胶和塑料制品业,2018/11/22,80909928,AN202008301404363838,qdsqllt,https://notice.eastmoney.com/pdffile/web/H2_AN202008301404363838_1.pdf
乔丹体育,已通过发审会,主板企业,福建,中银国际证券有限责任公司,和岩彬&sbquo;李广超,福建至理律师事务所,蔡钟山&sbquo;蒋浩,安永华明会计师事务所(特殊普通合伙),费凡&sbquo;刘雪瑾,是,制造业,2018/11/22,80191156,,qdty,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
青岛蔚蓝生物,已通过发审会,主板企业,青岛,广发证券股份有限公司,王慧能&sbquo;陈凤华,北京市海润律师事务所,李伟&sbquo;穆曼怡,瑞华会计师事务所(特殊普通合伙),王传顺&sbquo;胡乃忠,是,食品制造业,2018/11/22,80653643,AN201901011281177919,qdwlsw,https://notice.eastmoney.com/pdffile/web/H2_AN201901011281177919_1.pdf
青岛银行,已通过发审会,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;宋建洪,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2018/11/22,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
麒盛科技,已反馈,主板企业,浙江,招商证券股份有限公司,包晓磊&sbquo;马建红,上海市锦天城律师事务所,李云龙&sbquo;杨依见,天健会计师事务所(特殊普通合伙),赵海荣&sbquo;陈勃,是,家具制造业,2018/11/22,80923812,AN201910161368814024,qskj,https://notice.eastmoney.com/pdffile/web/H2_AN201910161368814024_1.pdf
侨银环保科技,已反馈,中小板,广东,民生证券股份有限公司,刘思超&sbquo;王蕾蕾,北京市中伦律师事务所,全奋&sbquo;金涛&sbquo;吴伟涛,广东正中珠江会计师事务所(特殊普通合伙),吉争雄&sbquo;张腾,是,公共设施管理业,2018/11/22,80920908,AN201912241372477362,qyhbkj,https://notice.eastmoney.com/pdffile/web/H2_AN201912241372477362_1.pdf
瑞达期货,预先披露更新,中小板,厦门,中信证券股份有限公司,姜&sbquo;&sbquo;颖&sbquo;殷雄,北京市中伦律师事务所,郭克军&sbquo;姚启明&sbquo;秦大海,致同会计师事务所(特殊普通合伙),陈纹&sbquo;江福源,是,金融业,2018/11/22,80103804,AN201908251345055364,rdqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
四川安宁铁钛,已受理,中小板,四川,华西证券股份有限公司,唐忠富&sbquo;邵伟才,北京市金开律师事务所,邓瑜&sbquo;金嘉骏,信永中和会计师事务所(特殊普通合伙),何勇&sbquo;谢芳,是,黑色金属矿采选业,2018/11/22,80145881,AN202003161376525857,scantt*,https://notice.eastmoney.com/pdffile/web/H2_AN202003161376525857_1.pdf
四川福蓉科技,预先披露更新,主板企业,四川,光大证券股份有限公司,伍仁瓞&sbquo;成鑫,福建至理律师事务所,蒋浩&sbquo;魏吓虹&sbquo;蒋慧,福建华兴会计师事务所(特殊普通合伙),陈蓁&sbquo;陈雅芳,是,计算机、通信和其他电子设备制造业,2018/11/22,80746570,AN201905091328355427,scfrkj*,https://notice.eastmoney.com/pdffile/web/H2_AN201905091328355427_1.pdf
神驰机电,已反馈,主板企业,重庆,华西证券股份有限公司,何猛&sbquo;邹明春,国浩律师(重庆)事务所,周媛&sbquo;黄冬梅&sbquo;雷美玲,四川华信(集团)会计师事务所(特殊普通合伙),袁广明&sbquo;周平,是,通用设备制造业,2018/11/22,80608166,AN201912171371880207,scjd*,https://notice.eastmoney.com/pdffile/web/H2_AN201912171371880207_1.pdf
四川金时科技,预先披露更新,中小板,四川,中信证券股份有限公司,梁勇&sbquo;牛振松,北京市中伦律师事务所,任理峰&sbquo;黄平&sbquo;段博文,江苏公证天业会计师事务所(特殊普通合伙),刘勇&sbquo;陆新涛,是,印刷和记录媒介复制业,2018/11/22,80732971,AN201903041302577870,scjskj*,https://notice.eastmoney.com/pdffile/web/H2_AN201903041302577870_1.pdf
深圳科安达电子科技,已反馈,中小板,深圳,长城证券股份有限公司,陶映冰&sbquo;单奕敏,上海市锦天城律师事务所,邹晓冬&sbquo;陆文熙&sbquo;侯冰洁,众华会计师事务所(特殊普通合伙),凌松梅&sbquo;龚小寒,是,计算机、通信和其他电子设备制造业,2018/11/22,80403499,AN201912161371880124,sckaddzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201912161371880124_1.pdf
深圳科瑞技术,预先披露更新,中小板,深圳,国海证券股份有限公司,许超&sbquo;关建宇,国浩律师(深圳)事务所,余平&sbquo;幸黄华,瑞华会计师事务所(特殊普通合伙),殷建民&sbquo;崔永强,是,专用设备制造业,2018/11/22,80746566,AN201907151338711725,sckrjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907151338711725_1.pdf
深圳市华盛昌科技实业,已受理,中小板,深圳,招商证券股份有限公司,章毅&sbquo;刘光虎,广东华商律师事务所,周玉梅&sbquo;曾燕&sbquo;黎志琛,大华会计师事务所(特殊普通合伙),张燕&sbquo;蒋文伟,是,仪器仪表制造业,2018/11/22,80966853,AN202003291377162696,scshsckjsy,https://notice.eastmoney.com/pdffile/web/H2_AN202003291377162696_1.pdf
深圳市华阳国际工程设计,预先披露更新,中小板,深圳,中信证券股份有限公司,孔少锋&sbquo;张新,北京大成律师事务所,高雯&sbquo;谷志威,致同会计师事务所(特殊普通合伙),刘维&sbquo;廖金辉,是,专业技术服务业,2018/11/22,80470162,AN201902121294689159,scshygjgcsj,https://notice.eastmoney.com/pdffile/web/H2_AN201902121294689159_1.pdf
深圳市雷赛智能控制,已受理,中小板,深圳,中信建投证券股份有限公司,于雷&sbquo;唐俊文,广东华商律师事务所,郭峻珲&sbquo;吴波&sbquo;张愚&sbquo;常宝,瑞华会计师事务所(特殊普通合伙),张翎&sbquo;李敏民,是,通用仪器仪表制造,2018/11/22,80202010,AN202003241376901812,scslsznkz,https://notice.eastmoney.com/pdffile/web/H2_AN202003241376901812_1.pdf
深圳市锐明技术,已反馈,中小板,深圳,国信证券股份有限公司,古东璟&sbquo;周服山,北京市金杜律师事务所,孙昊天&sbquo;王鹏,立信会计师事务所(特殊普通合伙),周俊祥&sbquo;陈勇,是,计算机、通信和其他电子设备制造业,2018/11/22,80507568,AN201912031371471914,scsrmjs,https://notice.eastmoney.com/pdffile/web/H2_AN201912031371471914_1.pdf
四川天味食品集团,预先披露更新,主板企业,四川,东兴证券股份有限公司,丁淑洪&sbquo;曾冠,北京市中伦律师事务所,陈益文&sbquo;韩晶晶,信永中和会计师事务所(特殊普通合伙),何勇&sbquo;谢芳,是,食品制造业,2018/11/22,80287931,AN201904011313232817,sctwspjt*,https://notice.eastmoney.com/pdffile/web/H2_AN201904011313232817_1.pdf
山东元利科技,已反馈,主板企业,山东,中泰证券股份有限公司,曾丽萍&sbquo;王飞,北京国枫律师事务所,刘斯亮&sbquo;徐明,天职国际会计师事务所(特殊普通合伙),张居忠&sbquo;朱广超&sbquo;解小雨,是,化学原料和化学制品制造业,2018/11/22,80410734,AN201905201331024092,sdylkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905201331024092_1.pdf
上海华培动力科技,已通过发审会,主板企业,上海,国金证券股份有限公司,李爽&sbquo;王可,通力律师事务所,王利民&sbquo;陈军,立信会计师事务所(特殊普通合伙),李萍&sbquo;张进东,是,汽车制造业,2018/11/22,80662791,AN201812041259128833,shhpdlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201812041259128833_1.pdf
上海漫道金融信息服务,中止审查,主板企业,上海,平安证券股份有限公司,邹文琦&sbquo;盛金龙,北京大成律师事务所,刘俊哲&sbquo;蔡克亮,中兴财光华会计师事务所(特殊普通合伙),孙国伟&sbquo;许洪磊,是,互联网和相关服务,2018/11/22,80440000,AN201801171078684193,shmdjrxxfw,https://notice.eastmoney.com/pdffile/web/H2_AN201801171078684193_1.pdf
上海米哈游网络科技,预先披露更新,主板企业,上海,华林证券股份有限公司,张敏涛&sbquo;方红华,国浩律师(上海)事务所,刘维&sbquo;林琳,德勤华永会计师事务所(特殊普通合伙),胡旻&sbquo;余方,是,互联网和相关服务,2018/11/22,80628275,AN201801050012974849,shmhywlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201801050012974849_1.pdf
舒华体育,已反馈,主板企业,福建,华菁证券有限公司,刘志海&sbquo;李小岩,北京市竞天公诚律师事务所,章志强&sbquo;李达,天健会计师事务所(特殊普通合伙),黄志恒&sbquo;章天赐,是,文教&sbquo;工美&sbquo;体育&sbquo;娱乐用品制造业,2018/11/22,80496722,AN202012011434755486,shty,https://notice.eastmoney.com/pdffile/web/H2_AN202012011434755486_1.pdf
上海威派格智慧水务,预先披露更新,主板企业,上海,中信建投证券股份有限公司,张星明&sbquo;李波,北京国枫律师事务所,臧欣&sbquo;薛玉婷,瑞华会计师事务所(特殊普通合伙),王需如&sbquo;田晓,是,专用设备制造,2018/11/22,80479786,AN201902101294058661,shwpgzhsw,https://notice.eastmoney.com/pdffile/web/H2_AN201902101294058661_1.pdf
上海永冠众诚新材料科技(集团),预先披露更新,主板企业,上海,东兴证券股份有限公司,廖晴飞&sbquo;吴涵,上海市广发律师事务所,许平文&sbquo;施敏&sbquo;李伟一,中汇会计师事务所(特殊普通合伙),黄继佳&sbquo;于薇薇,是,化学原料和化学制品制造业,2018/11/22,80373845,AN201902191298165610,shygzcxclkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201902191298165610_1.pdf
上海沿浦金属制品,已受理,主板企业,上海,中银国际证券股份有限公司,汪洋晹&sbquo;俞露,上海市广发律师事务所,罗勇坚&sbquo;王晶&sbquo;高鹏,立信会计师事务所(特殊普通合伙),赵勇&sbquo;胡国仁,是,汽车制造业,2018/11/22,80968790,AN202008111397775738,shypjszp,https://notice.eastmoney.com/pdffile/web/H2_AN202008111397775738_1.pdf
上海移远通信技术,预先披露更新,主板企业,上海,招商证券股份有限公司,肖雁&sbquo;张健,上海市锦天城律师事务所,李云龙&sbquo;李和金,立信会计师事务所(特殊普通合伙),朱伟&sbquo;陈科举&sbquo;唐伟,是,计算机、通信和其他电子设备制造业,2018/11/22,80436320,AN201907031337108217,shyytxjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907031337108217_1.pdf
上海之江生物科技,中止审查,主板企业,上海,东方花旗证券有限公司,杨振慈&sbquo;汪岳,北京大成律师事务所,张伟&sbquo;王恩顺&sbquo;游弋&sbquo;王越,立信会计师事务所(特殊普通合伙),张建新&sbquo;司维&sbquo;覃剑锋,是,医药制造业,2018/11/22,80453302,AN202101111449686308,shzjswkj,https://notice.eastmoney.com/pdffile/web/H2_AN202101111449686308_1.pdf
赛特威尔电子,预先披露更新,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;韩文奇,北京市康达律师事务所,李赫&sbquo;石志远,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,是,计算机、通信和其他电子设备制造业,2018/11/22,80650855,AN201804131123061845,stwedz,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
陕西西凤酒,预先披露更新,主板企业,陕西,中信证券股份有限公司,唐亮&sbquo;牛振松,国浩律师(上海)事务所,赵威&sbquo;秦桂森&sbquo;汤荣龙,立信会计师事务所(特殊普通合伙),谢骞&sbquo;任智磊,是,酒、饮料和精制茶制造业,2018/11/22,80044005,AN201805021134965751,sxxfj*,https://notice.eastmoney.com/pdffile/web/H2_AN201805021134965751_1.pdf
苏州富士莱医药,预先披露更新,主板企业,江苏,华林证券股份有限公司,刘天宝&sbquo;周宇,北京市万商天勤律师事务所,袁成&sbquo;颜强&sbquo;高森,华普天健会计师事务所(特殊普通合伙),宁云&sbquo;黄晓奇&sbquo;周文亮,是,医药制造业,2018/11/22,80444281,AN201810191217261852,szfslyy,https://notice.eastmoney.com/pdffile/web/H2_AN201810191217261852_1.pdf
苏州工业园区凌志软件,预先披露更新,主板企业,江苏,天风证券股份有限公司,张韩&sbquo;张静,上海市锦天城律师事务所,丁启伟&sbquo;谢静,众华会计师事务所(特殊普通合伙),李文祥&sbquo;刘磊,是,软件和信息技术服务业,2018/11/22,80373613,AN202004291379054657,szgyyqlzrj,https://notice.eastmoney.com/pdffile/web/H2_AN202004291379054657_1.pdf
苏州恒铭达电子科技,已通过发审会,中小板,江苏,国金证券股份有限公司,王培华&sbquo;付焱鑫,北京市中伦律师事务所,车千里&sbquo;田雅雄,大信会计师事务所(特殊普通合伙),陈修俭&sbquo;钟本庆&sbquo;赵衍刚,是,计算机、通信和其他电子设备制造业,2018/11/22,80692117,AN201901211287428132,szhmddzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201901211287428132_1.pdf
苏州华亚智能科技,已反馈,中小板,江苏,东吴证券股份有限公司,陈辛慈&sbquo;王茂华,上海市锦天城律师事务所,庞景&sbquo;何年生,天衡会计师事务所(特殊普通合伙),杨林&sbquo;王福丽,是,金属制品业,2018/11/22,80922525,AN201812181271990498,szhyznkj,https://notice.eastmoney.com/pdffile/web/H2_AN201812181271990498_1.pdf
苏州金宏气体,预先披露更新,主板企业,江苏,招商证券股份有限公司,杨斐斐&sbquo;王森鹤,江苏益友天元律师事务所,陶奕&sbquo;庞磊&sbquo;卜浩,华普天健会计师事务所(特殊普通合伙),宋文&sbquo;汪健,是,化学原料和化学制品制造业,2018/11/22,80206091,AN202006101383937124,szjhqt,https://notice.eastmoney.com/pdffile/web/H2_AN202006101383937124_1.pdf
苏州龙杰特种纤维,已通过发审会,主板企业,江苏,国信证券股份有限公司,王攀&sbquo;欧阳志华,北京市中伦律师事务所,任理峰&sbquo;帅丽娜,江苏公证天业会计师事务所(特殊普通合伙),刘勇&sbquo;刘一红,是,化学纤维制造业,2018/11/22,80202085,AN201901021281591725,szljtzxw,https://notice.eastmoney.com/pdffile/web/H2_AN201901021281591725_1.pdf
苏州赛伍应用技术,已反馈,主板企业,江苏,东吴证券股份有限公司,周伟&sbquo;朱国柱,上海市广发律师事务所,许平文&sbquo;童楠&sbquo;张永丰,天衡会计师事务所(特殊普通合伙),吕丛平&sbquo;朱吉辉,是,橡胶与塑料制品业,2018/11/22,80746563,AN202004171378125202,szswyyjs,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378125202_1.pdf
苏州银行,预先披露更新,中小板,江苏,招商证券股份有限公司&sbquo;东吴证券股份有限公司,温立华&sbquo;施进&sbquo;王玲玲尤剑,北京市金杜律师事务所,张毅&sbquo;刘东亚,安永华明会计师事务所(特殊普通合伙),李斐&sbquo;朱佳梅,是,货币金融服务,2018/11/22,80071686,AN201906251336434513,szyx,https://notice.eastmoney.com/pdffile/web/H2_AN201906251336434513_1.pdf
同策房产咨询,已反馈,主板企业,上海,海际证券有限责任公司,林旭斌&sbquo;于越冬,上海市锦天城律师事务所,沈国权&sbquo;李和金&sbquo;李云龙,立信会计师事务所(特殊普通合伙),唐国骏&sbquo;张盈,是,房地产业,2018/11/22,80190930,AN201512250012427340,tcfczx,https://notice.eastmoney.com/pdffile/web/H2_AN201512250012427340_1.pdf
铁将军汽车电子,已反馈,中小板,广东,海通证券股份有限公司,王永杰&sbquo;徐小明,通力律师事务所,王利民&sbquo;陈军,华普天健会计师事务所(特殊普通合伙),宋文&sbquo;黄晓奇,是,汽车制造业,2018/11/22,80920910,AN201812121267830406,tjjqcdz,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267830406_1.pdf
天津同仁堂集团,已受理,主板企业,天津,民生证券股份有限公司,徐卫力&sbquo;罗艳娟,天津嘉德恒时律师事务所,李天力&sbquo;高振雄,瑞华会计师事务所(特殊普通合伙),胡振雷&sbquo;王志喜,是,医药制造业,2018/11/22,80177263,AN201804201127189174,tjtrtjt,https://notice.eastmoney.com/pdffile/web/H2_AN201804201127189174_1.pdf
同庆楼餐饮,预先披露更新,主板企业,安徽,国元证券股份有限公司,李洲峰&sbquo;马志涛,上海市锦天城律师事务所,胡家军&sbquo;李攀峰,华普天健会计师事务所(特殊普通合伙),占铁华&sbquo;熊明峰&sbquo;吴超,是,餐饮业,2018/11/22,80509336,AN202007031389034695,tqlcy,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389034695_1.pdf
无锡上机数控,已通过发审会,主板企业,江苏,国金证券股份有限公司,姚文良&sbquo;徐彩霞,北京国枫律师事务所,崔白&sbquo;郑超&sbquo;赵泽铭,立信会计师事务所(特殊普通合伙),潘永祥&sbquo;吉正山,是,专用设备制造业,2018/11/22,80198784,AN201812171270523364,wxsjsk,https://notice.eastmoney.com/pdffile/web/H2_AN201812171270523364_1.pdf
西安银行,已通过发审会,主板企业,陕西,中信证券股份有限公司,郭强&sbquo;骆中兴,北京市金杜律师事务所,龚牧龙&sbquo;张如积&sbquo;卢勇,毕马威华振会计师事务所(特殊普通合伙),石海云&sbquo;朱书嘉,是,货币金融服务,2018/11/22,80048091,AN201901211287427660,xayx*,https://notice.eastmoney.com/pdffile/web/H2_AN201901211287427660_1.pdf
信利光电,预先披露更新,中小板,广东,中国银河证券股份有限公司,王海明&sbquo;贾瑞兴,广东尚玖律师事务所,王永强&sbquo;罗映辉,德勤华永会计师事务所(特殊普通合伙),肖静华&sbquo;杨誉民,是,计算机、通信和其他电子设备制造业,2018/11/22,80491320,AN201712191067944009,xlgd,https://notice.eastmoney.com/pdffile/web/H2_AN201712191067944009_1.pdf
雪龙集团,已反馈,主板企业,宁波,广发证券股份有限公司,杜俊涛&sbquo;崔海峰,国浩律师(上海)事务所,孙立&sbquo;乔营强&sbquo;常睿豪,天健会计师事务所(特殊普通合伙),缪志坚&sbquo;刘术红,是,汽车制造业,2018/11/22,80597851,AN202002051374782374,xljt,https://notice.eastmoney.com/pdffile/web/H2_AN202002051374782374_1.pdf
小米集团,预先披露更新,主板企业,,中信证券股份有限公司,王彬&sbquo;肖少春,北京市君合律师事务所,石铁军&sbquo;李智&sbquo;李若晨,普华永道中天会计师事务所(特殊普通合伙),倪靖安&sbquo;王磊,,互联网和信息服务,2018/11/22,80908176,,xmjt,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
厦门农村商业银行,预先披露更新,主板企业,厦门,中信建投证券股份有限公司,吴小鹏&sbquo;李一睿,江苏世纪同仁律师事务所,徐蓓蓓&sbquo;蔡含含,致同会计师事务所(特殊普通合伙),陈纹&sbquo;郑英梅,是,货币金融服务,2018/11/22,80073816,AN201806291160950315,xmncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201806291160950315_1.pdf
熊猫乳品集团,已受理,主板企业,浙江,中信建投证券股份有限公司,丁旭东&sbquo;朱明强,国浩律师(杭州)事务所,沈田丰&sbquo;柯琤,致同会计师事务所(特殊普通合伙),付后升&sbquo;邓传洲,否,乳制品制造,2018/11/22,80406511,AN202010121420924547,xmrpjt,https://notice.eastmoney.com/pdffile/web/H2_AN202010121420924547_1.pdf
厦门松霖科技,预先披露更新,主板企业,厦门,广发证券股份有限公司,陈根勇&sbquo;洪如明,北京大成律师事务所,王恩顺&sbquo;庞云龙&sbquo;李敏,天健会计师事务所(特殊普通合伙),程志刚&sbquo;吕安吉,是,橡胶和塑料制品业,2018/11/22,80902073,AN201908131343026249,xmslkj,https://notice.eastmoney.com/pdffile/web/H2_AN201908131343026249_1.pdf
厦门银行,预先披露更新,主板企业,厦门,中信建投证券股份有限公司,蒋潇&sbquo;周明圆,国浩律师(上海)事务所,陈一宏&sbquo;韦玮&sbquo;叶嘉雯,安永华明会计师事务所(特殊普通合伙),赵雅&sbquo;琚志宏,是,货币金融服务,2018/11/22,80039308,AN202009151412523878,xmyx,https://notice.eastmoney.com/pdffile/web/H2_AN202009151412523878_1.pdf
